mmu00010	0.001	0.275466992416145
mmu00020	0.002	0.313148102207889
mmu00030	0.004	0.312572696204808
mmu00040	0.001	0.600102311566829
mmu00051	0.001	0.38944704118529
mmu00052	0.005	0.304593566526089
mmu00053	0.001	0.730526502300809
mmu00061	0.353	0.189409715823228
mmu00062	0.003	0.33923063090479
mmu00071	0.001	0.320761437081375
mmu00072	0.053	0.389720558882236
mmu00100	0.001	0.546316657504123
mmu00120	0.001	0.468845474150842
mmu00130	0.00999000999000999	0.456401964307103
mmu00140	0.001	0.58432535535117
mmu00190	0.001	0.413404727448143
mmu00220	0.019	0.316325565261266
mmu00230	0.01	0.120744680851064
mmu00232	0.003	0.680914750957854
mmu00240	0.001	0.208937893610631
mmu00250	0.069	0.184454839870457
mmu00260	0.001	0.356784027809823
mmu00270	0.001	0.286123537964774
mmu00280	0.001	0.293628677070306
mmu00290	0.277	0.361718048488477
mmu00300	0.029	0.860058658047525
mmu00310	0.288	-0.107925533041888
mmu00330	0.002	0.249907468539303
mmu00340	0.003	0.341069287940542
mmu00350	0.006	0.27813034659141
mmu00360	0.001	0.446245580391922
mmu00380	0.008	0.231420884742366
mmu00400	0.301	0.279068375044905
mmu00410	0.04995004995005	0.211476196186593
mmu00430	0.061	0.364423019342476
mmu00450	0.16	0.216486235040386
mmu00471	0.435	0.304840576240073
mmu00472
mmu00480	0.002	0.240521858517753
mmu00500	0.000999000999000999	0.393444344434443
mmu00510	0.068	0.167344207029894
mmu00511	0.18	0.212486432387477
mmu00512	0.003	-0.317295612562935
mmu00514	0.242	-0.148579756884148
mmu00520	0.001	0.3481946361763
mmu00524	0.039	0.530244252873563
mmu00531	0.027	0.296380849661454
mmu00532	0.356	-0.142180478159267
mmu00533	0.356	-0.16815622379298
mmu00534	0.034	-0.2744581502848
mmu00561	0.127	0.134330150723593
mmu00562	0.001	-0.230322343467764
mmu00563	0.069	0.21684967633661
mmu00564	0.394	-0.0642119282305061
mmu00565	0.149	-0.149311957482426
mmu00590	0.001	0.251029975286922
mmu00591	0.001	0.431849541064251
mmu00592	0.156	0.205399412716486
mmu00600	0.123	0.151552248359738
mmu00601	0.368	-0.146373684786517
mmu00603	0.245	-0.214675052410901
mmu00604	0.31	-0.18957310011581
mmu00620	0.002	0.364654764522815
mmu00630	0.001	0.367488577175665
mmu00640	0.001	0.318624410816175
mmu00650	0.045	0.274974531072092
mmu00670	0.274	0.171807890006622
mmu00730	0.125	0.481293026040108
mmu00740	0.368	0.304684226279557
mmu00750	0.067	0.392431590922699
mmu00760	0.043	0.226220596758399
mmu00770	0.136	0.22507805270971
mmu00780	0.106	0.574284688135999
mmu00785	0.166	0.506644319406201
mmu00790	0.006	0.491047368105875
mmu00830	0.001	0.471478194104615
mmu00860	0.001	0.463870446315537
mmu00900	0.0139720558882236	0.304248816443938
mmu00910	0.014	0.333435530934157
mmu00920	0.257	0.23469876631932
mmu00970	0.004995004995005	0.241899189918992
mmu00980	0.001	0.425031537213912
mmu00982	0.001	0.433763520060501
mmu00983	0.001	0.478958849207695
mmu01040	0.002	0.36826786023525
mmu01100
mmu01200
mmu01210
mmu01212
mmu01230
mmu02010	0.256	0.117430788926228
mmu03008	0.001	0.280217225762494
mmu03010	0.001	0.366753131849349
mmu03013	0.001	0.180098270202783
mmu03015	0.002	-0.182116347673835
mmu03018	0.002	-0.200268143962921
mmu03020	0.006	0.285144775493076
mmu03022	0.023	0.216325965576116
mmu03030	0.04	-0.218243972652033
mmu03040	0.001	0.211540452269181
mmu03050	0.001	0.474946658131968
mmu03060	0.002	0.385784239137953
mmu03320	0.001	0.274939138988204
mmu03410	0.208	0.151395218677541
mmu03420	0.092	-0.161166446657866
mmu03430	0.086	-0.218073949781267
mmu03440	0.273	0.145180145075235
mmu03450	0.437	0.158886513582249
mmu03460	0.091	-0.142632992685608
mmu04010	0.003	-0.123316795871987
mmu04012	0.003	-0.191628578503586
mmu04014	0.035	-0.0907386248614672
mmu04015	0.048	-0.0893528819141133
mmu04020	0.001	-0.159845873078141
mmu04022	0.01	-0.126974427131498
mmu04024	0.004	-0.129368792306453
mmu04060	0.001	-0.161627001102005
mmu04062	0.002	-0.12522792126767
mmu04064	0.002	-0.179615245748354
mmu04066	0.328	-0.0702494563040119
mmu04068	0.003	-0.164462614568259
mmu04070	0.001	-0.256220196057502
mmu04071	0.093	-0.101719675211857
mmu04072	0.003	-0.145325409153328
mmu04080	0.001	0.151134933613281
mmu04110	0.04	0.113951514055499
mmu04114	0.217	0.0828393606445344
mmu04115	0.07	0.142471299428762
mmu04120	0.007	-0.130308620115541
